71.218405,0.107569,200.744831,0.179315,899.887646,-0.021769
71.218505,0.092355,200.744995,0.147729,899.887627,-0.077311
71.218589,0.073873,200.745127,0.116630,899.887610,-0.016636
71.218653,0.054888,200.745229,0.087891,899.887593,-0.078873
71.218698,0.033034,200.745303,0.059539,899.887572,-0.024459
71.218719,0.008606,200.745348,0.031536,899.887543,-0.092409
71.218761,0.123661,200.745366,0.003841,899.887506,-0.043368
71.218870,0.092992,200.745440,0.228155,899.887456,-0.116586
71.218947,0.060782,200.745653,0.198288,899.887392,-0.011988
71.218991,0.027387,200.745836,0.168642,899.887372,-0.088785
71.219001,0.040627,200.745990,0.139199,899.887334,-0.046884
71.219024,0.005173,200.746115,0.109944,899.887278,-0.125565
71.219059,0.111235,200.746210,0.080863,899.887202,-0.025383
71.219151,0.073393,200.746277,0.052360,899.887167,-0.106055
71.219206,0.035887,200.746315,0.024019,899.887110,-0.007023
71.219223,0.046273,200.746325,0.080463,899.887093,-0.087777
71.219250,0.008949,200.746392,0.052789,899.887054,-0.048808
71.219288,0.114293,200.746431,0.025283,899.886995,-0.128966
71.219384,0.076877,200.746442,0.082144,899.886916,-0.029263
71.219442,0.040629,200.746510,0.054049,899.886877,-0.108600
71.219465,0.005609,200.746550,0.026104,899.886819,-0.007342
71.219501,0.112930,200.746563,0.082567,899.886803,-0.085964
71.219595,0.076268,200.746631,0.054574,899.886767,-0.045777
71.219653,0.040273,200.746672,0.026772,899.886711,-0.124701
71.219676,0.004333,200.746685,0.083412,899.886637,-0.024206
71.219703,0.098811,200.746756,0.057994,899.886603,-0.103450
71.219777,0.049593,200.746801,0.033180,899.886549,-0.003874
71.219803,0.001331,200.746822,0.008512,899.886535,-0.083649
71.219827,0.095135,200.746902,0.235770,899.886501,-0.043938
71.219897,0.045961,200.747124,0.209159,899.886447,-0.123834
71.219919,0.044358,200.747321,0.183568,899.886373,-0.024373
71.219939,0.043128,200.747492,0.158132,899.886339,-0.104434
71.219957,0.041651,200.747637,0.132886,899.886284,-0.005065
71.219974,0.040586,200.747757,0.107771,899.886269,-0.085175
71.219990,0.039294,200.747853,0.082826,899.886233,-0.045663
71.220005,0.037788,200.747923,0.058040,899.886177,-0.125833
71.220018,0.036073,200.747969,0.033404,899.886101,-0.026535
71.220029,0.034169,200.747990,0.008909,899.886064,-0.107319
71.220039,0.032589,200.748071,0.236660,899.886006,-0.008102
71.220047,0.030851,200.748294,0.210136,899.885988,-0.088933
71.220053,0.028952,200.748492,0.184717,899.885948,-0.050074
71.220063,0.038794,200.748665,0.161759,899.885947,-0.011940
71.220083,0.001508,200.748818,0.144616,899.885925,-0.092815
71.220121,0.123552,200.748954,0.127530,899.885881,-0.054068
71.220234,0.101796,200.749073,0.109954,899.885876,-0.016432
71.220325,0.079965,200.749174,0.093267,899.885848,-0.098495
71.220394,0.058391,200.749260,0.078562,899.885798,-0.000783
71.220441,0.037104,200.749333,0.065803,899.885782,-0.092306
71.220468,0.016113,200.749393,0.054960,899.885729,-0.013387
71.220512,0.119985,200.749444,0.047915,899.885695,-0.114250
71.220612,0.080605,200.749490,0.043661,899.885622,-0.031246
71.220673,0.041677,200.749534,0.043530,899.885574,-0.123543
71.220695,0.003356,200.749579,0.046118,899.885499,-0.028009
71.220727,0.107239,200.749627,0.050847,899.885460,-0.109020
71.220814,0.067921,200.749680,0.055368,899.885400,-0.010616
71.220862,0.028595,200.749738,0.059720,899.885378,-0.092431
71.220871,0.037249,200.749800,0.064265,899.885336,-0.051622
71.220889,0.045868,200.749866,0.068593,899.885333,-0.013761
71.220915,0.006845,200.749938,0.074071,899.885308,-0.097153
71.220950,0.110243,200.750015,0.080277,899.885258,-0.002484
71.221040,0.069723,200.750099,0.088610,899.885242,-0.088651
71.221089,0.029935,200.750193,0.097631,899.885201,-0.054517
71.221100,0.038364,200.750295,0.107327,899.885194,-0.018603
71.221118,0.046049,200.750407,0.116235,899.885164,-0.101058
71.221144,0.006328,200.750526,0.121991,899.885111,-0.005387
71.221178,0.108969,200.750650,0.125997,899.885092,-0.091282
71.221266,0.068303,200.750778,0.130599,899.885048,-0.055938
71.221314,0.028474,200.750910,0.133067,899.885041,-0.018737
71.221323,0.036319,200.751043,0.132502,899.885010,-0.102840
71.221339,0.043659,200.751173,0.127966,899.884954,-0.009373
71.221362,0.003676,200.751299,0.123271,899.884932,-0.093786
71.221393,0.106135,200.751422,0.123610,899.884887,-0.056501
71.221479,0.064710,200.751547,0.126525,899.884877,-0.022285
71.221523,0.024206,200.751675,0.128255,899.884842,-0.108633
71.221527,0.031460,200.751802,0.125982,899.884781,-0.013576
71.221547,0.008636,200.751924,0.117772,899.884756,-0.096407
71.221591,0.127574,200.752037,0.107555,899.884706,-0.001700
71.221706,0.102584,200.752139,0.096711,899.884691,-0.089427
71.221796,0.077672,200.752230,0.085791,899.884648,-0.055636
71.221861,0.053370,200.752311,0.075158,899.884640,-0.020062
71.221903,0.029205,200.752381,0.066366,899.884607,-0.105702
71.221920,0.005521,200.752443,0.058250,899.884548,-0.013048
71.221961,0.123603,200.752497,0.049508,899.884522,-0.098944
71.222071,0.098059,200.752542,0.040675,899.884470,-0.003957
71.222157,0.072737,200.752579,0.031735,899.884453,-0.090526
71.222208,0.030475,200.752608,0.026502,899.884408,0.001009
71.222217,0.036053,200.752634,0.026302,899.884336,-0.084940
71.222232,0.041319,200.752664,0.032996,899.884298,-0.050110
71.222252,0.046802,200.752701,0.042097,899.884294,-0.017086
71.222287,0.021881,200.752746,0.046116,899.884263,-0.105290
71.222296,0.044763,200.752792,0.046044,899.884205,-0.011891
71.222326,0.014496,200.752834,0.039450,899.884181,-0.096896
71.222373,0.126886,200.752869,0.030190,899.884130,-0.003510
71.222484,0.095904,200.752894,0.019834,899.884112,-0.092047
71.222565,0.065233,200.752909,0.009748,899.884067,0.000954
71.222608,0.023001,200.752916,0.004301,899.883995,-0.083305
71.222610,0.028741,200.752918,0.000023,899.883958,-0.049853
71.222631,0.013426,200.752997,0.241950,899.883954,-0.019556
71.222637,0.045826,200.753233,0.229310,899.883921,-0.105935
71.222675,0.030134,200.753456,0.216936,899.883862,-0.011177
71.222697,0.014536,200.753666,0.202921,899.883837,-0.098016
71.222705,0.001479,200.753863,0.191527,899.883785,-0.007001
71.222747,0.130395,200.754049,0.180956,899.883764,-0.094220
71.222861,0.098558,200.754226,0.172136,899.883716,-0.000342
71.222944,0.067245,200.754394,0.163127,899.883702,-0.087764
71.223004,0.053498,200.754551,0.151469,899.883660,-0.056914
71.223050,0.039894,200.754697,0.141026,899.883649,-0.024624
71.223084,0.026589,200.754833,0.130418,899.883611,-0.109815
71.223103,0.013431,200.754959,0.121013,899.883548,-0.016957
71.223110,0.047902,200.755078,0.116630,899.883516,-0.105598
71.223151,0.034496,200.755195,0.118719,899.883457,-0.012846
71.223179,0.021240,200.755316,0.122834,899.883431,-0.098152
71.223193,0.008135,200.755440,0.124176,899.883379,-0.005402
71.223195,0.042807,200.755562,0.120451,899.883360,-0.094003
71.223231,0.029447,200.755679,0.113077,899.883312,-0.001364
71.223253,0.016236,200.755787,0.103050,899.883298,-0.086782
71.223263,0.003324,200.755884,0.091905,899.883257,-0.053826
71.223307,0.132287,200.755971,0.081970,899.883248,-0.023175
71.223432,0.117582,200.756049,0.073234,899.883211,-0.110704
71.223533,0.086016,200.756119,0.067184,899.883148,-0.016503
71.223603,0.054883,200.756184,0.062285,899.883117,-0.103693
71.223643,0.024188,200.756244,0.057575,899.883059,-0.012677
71.223652,0.040912,200.756299,0.051734,899.883033,-0.100059
71.223677,0.009734,200.756347,0.045535,899.882980,-0.006238
71.223719,0.121385,200.756390,0.039502,899.882960,-0.093425
71.223824,0.089190,200.756426,0.033306,899.882912,-0.003436
71.223898,0.057460,200.756457,0.028247,899.882894,-0.091325
71.223948,0.043405,200.756481,0.021456,899.882850,-0.057388
71.223985,0.029739,200.756499,0.014444,899.882839,-0.025242
71.224008,0.016162,200.756510,0.007068,899.882799,-0.114231
71.224018,0.002841,200.756514,0.000856,899.882732,-0.021584
71.224061,0.131645,200.756595,0.246152,899.882698,-0.107036
71.224186,0.116854,200.756836,0.236238,899.882637,-0.014932
71.224294,0.099731,200.757067,0.225561,899.882607,-0.105093
71.224385,0.082390,200.757287,0.214714,899.882548,-0.013247
71.224459,0.065334,200.757496,0.203098,899.882522,-0.099350
71.224516,0.048443,200.757695,0.194969,899.882468,-0.007408
71.224557,0.034602,200.757889,0.193305,899.882446,-0.096676
71.224585,0.020541,200.758084,0.196163,899.882395,-0.004782
71.224599,0.006738,200.758283,0.200979,899.882378,-0.090835
71.224646,0.134788,200.758485,0.204324,899.882333,-0.058979
71.224773,0.119449,200.758689,0.203485,899.882319,-0.029423
71.224885,0.104553,200.758890,0.197535,899.882276,-0.117192
71.224983,0.089806,200.759084,0.190216,899.882206,-0.023454
71.225065,0.075378,200.759270,0.182115,899.882168,-0.111070
71.225133,0.060761,200.759448,0.173824,899.882103,-0.020960
71.225187,0.045803,200.759617,0.165737,899.882068,-0.109381
71.225225,0.031172,200.759780,0.158776,899.882005,-0.016112
71.225250,0.017024,200.759935,0.151554,899.881975,-0.104029
71.225260,0.003204,200.760083,0.144480,899.881917,-0.013695
71.225304,0.131302,200.760224,0.137971,899.881889,-0.101650
71.225436,0.133248,200.760358,0.129289,899.881834,-0.008376
71.225570,0.134782,200.760483,0.120402,899.881812,-0.096177
71.225706,0.136410,200.760599,0.111663,899.881760,-0.006688
71.225843,0.137521,200.760706,0.103127,899.881740,-0.094902
71.225981,0.138764,200.760805,0.094745,899.881691,-0.002343
71.226120,0.140020,200.760896,0.086931,899.881675,-0.090434
71.226261,0.140956,200.760979,0.078907,899.881629,-0.001650
71.226402,0.141433,200.761053,0.071067,899.881613,-0.090507
71.226544,0.142134,200.761121,0.063371,899.881569,-0.058330
71.226687,0.142572,200.761180,0.055440,899.881556,-0.027589
71.226830,0.142471,200.761232,0.048083,899.881513,-0.119336
71.226972,0.142670,200.761276,0.040856,899.881439,-0.028397
71.227115,0.142686,200.761313,0.033379,899.881397,-0.116573
71.227258,0.142393,200.761343,0.026050,899.881326,-0.026152
71.227400,0.142316,200.761366,0.019232,899.881284,-0.117890
71.227543,0.142127,200.761381,0.012150,899.881211,-0.027354
71.227685,0.141693,200.761390,0.005202,899.881170,-0.115995
71.227826,0.141537,200.761392,0.082962,899.881099,-0.025451
71.227974,0.153348,200.761470,0.072468,899.881058,-0.117379
71.228133,0.164780,200.761537,0.062126,899.880985,-0.028057
71.228312,0.193741,200.761593,0.050432,899.880943,-0.117258
71.228521,0.222257,200.761638,0.038490,899.880871,-0.027738
71.228757,0.250195,200.761670,0.026699,899.880826,-0.120914
71.229021,0.277461,200.761692,0.015460,899.880750,-0.032119
71.229306,0.292360,200.761703,0.006821,899.880703,-0.122305
71.229605,0.306823,200.761705,0.082899,899.880625,-0.033872
71.229919,0.320407,200.761784,0.074021,899.880574,-0.128545
71.230246,0.333949,200.761853,0.064813,899.880489,-0.040729
71.230587,0.347182,200.761914,0.056086,899.880433,-0.132007
71.230941,0.359671,200.761965,0.047488,899.880345,-0.044976
71.231306,0.371456,200.762008,0.038993,899.880341,-0.021817
71.231684,0.383249,200.762043,0.030558,899.880303,-0.115259
71.232079,0.406478,200.762068,0.019342,899.880231,-0.028545
71.232496,0.428857,200.762082,0.008652,899.880185,-0.123095
71.232936,0.450086,200.762085,0.081912,899.880103,-0.041352
71.233397,0.471227,200.762161,0.070511,899.880044,-0.136635
71.233881,0.497661,200.762227,0.060117,899.879951,-0.050052
71.234392,0.522917,200.762282,0.049842,899.879943,-0.026828
71.234933,0.558938,200.762325,0.037212,899.879896,-0.126563
71.235509,0.593892,200.762356,0.024292,899.879811,-0.044585
71.236121,0.630289,200.762374,0.012427,899.879807,-0.022369
