%time,field0,field1,field2,field3,field4,field5,,,left x,left y,left z,right x,right y ,right z
1422318513009370000,-135641,-59173,-39675,-106107,-19965,-3105,,,,,,,,
1422318513009400000,-135710,-59238,-39733,-106108,-19965,-3105,,,,,,,,
1422318513009420000,-135777,-59304,-39793,-106108,-19965,-3105,,,,,,,,
1422318513009450000,-135843,-59371,-39854,-106108,-19965,-3105,,,,,,,,
1422318513009480000,-135908,-59440,-39915,-106108,-19965,-3105,,,,,,,,
1422318513009530000,-135972,-59511,-39977,-106107,-19965,-3105,,,,,,,,
1422318513009570000,-136035,-59583,-40040,-106107,-19965,-3105,,,,,,,,
1422318513009600000,-136097,-59656,-40103,-106107,-19965,-3105,,,,,,,,
1422318513009620000,-136158,-59731,-40166,-106107,-19965,-3105,,,,,,,,
1422318513009650000,-136217,-59807,-40229,-106108,-19965,-3105,,,,,,,,
1422318513009670000,-136275,-59884,-40293,-106108,-19965,-3105,,,,,,,,
1422318513009700000,-136332,-59962,-40356,-106108,-19965,-3105,,,,,,,,
1422318513009720000,-136388,-60040,-40420,-106108,-19965,-3105,,,,,,,,
1422318513009740000,-136443,-60120,-40484,-106107,-19965,-3105,,,,,,,,
1422318513009770000,-136497,-60201,-40547,-106107,-19965,-3105,,,,,,,,
1422318513048730000,-136549,-60282,-40611,-106107,-19965,-3105,,,,,,,,
1422318513048790000,-136601,-60365,-40674,-106107,-19965,-3105,,,,,,,,
1422318513048830000,-136652,-60447,-40737,-106108,-19965,-3105,,,,,,,,
1422318513048860000,-136702,-60531,-40800,-106108,-19965,-3105,,,,,,,,
1422318513048890000,-136751,-60615,-40863,-106108,-19965,-3105,,,,,,,,
1422318513048910000,-136800,-60700,-40926,-106108,-19965,-3105,,,,,,,,
1422318513048940000,-136847,-60786,-40988,-106107,-19965,-3105,,,,,,,,
1422318513048970000,-136894,-60873,-41050,-106107,-19965,-3105,,,,,,,,
1422318513048990000,-136940,-60959,-41111,-106107,-19965,-3105,,,,,,,,
1422318513049020000,-136985,-61046,-41172,-106107,-19965,-3105,,,,,,,,
1422318513049050000,-137031,-61132,-41232,-106108,-19965,-3105,,,,,,,,
1422318513049070000,-137076,-61219,-41292,-106108,-19965,-3105,,,,,,,,
1422318513049170000,-137120,-61306,-41351,-106108,-19965,-3105,,,,,,,,
1422318513049210000,-137163,-61393,-41410,-106108,-19965,-3105,,,,,,,,
1422318513049250000,-137207,-61480,-41468,-106107,-19965,-3105,,,,,,,,
1422318513049280000,-137250,-61566,-41526,-106107,-19965,-3105,,,,,,,,
1422318513049300000,-137292,-61652,-41582,-106107,-19965,-3105,,,,,,,,
1422318513049330000,-137334,-61739,-41637,-106107,-19965,-3105,,,,,,,,
1422318513049360000,-137375,-61824,-41691,-106108,-19965,-3105,,,,,,,,
1422318513049380000,-137416,-61910,-41745,-106108,-19965,-3105,,,,,,,,
1422318513049410000,-137458,-61995,-41797,-106108,-19965,-3105,,,,,,,,
1422318513049440000,-137499,-62079,-41848,-106108,-19965,-3105,,,,,,,,
1422318513049460000,-137539,-62163,-41898,-106107,-19965,-3105,,,,,,,,
1422318513049490000,-137580,-62246,-41947,-106107,-19965,-3105,,,,,,,,
1422318513049510000,-137620,-62329,-41994,-106107,-19965,-3105,,,,,,,,
1422318513049540000,-137659,-62412,-42041,-106107,-19965,-3105,,,,,,,,
1422318513049570000,-137698,-62494,-42086,-106108,-19965,-3105,,,,,,,,
1422318513049590000,-137736,-62577,-42130,-106108,-19965,-3105,,,,,,,,
1422318513049620000,-137775,-62658,-42173,-106108,-19965,-3105,,,,,,,,
1422318513049640000,-137813,-62740,-42214,-106108,-19965,-3105,,,,,,,,
1422318513049670000,-137850,-62821,-42255,-106107,-19965,-3105,,,,,,,,
1422318513049700000,-137888,-62901,-42294,-106107,-19965,-3105,,,,,,,,
1422318513049750000,-137925,-62980,-42332,-106107,-19965,-3105,,,,,,,,
1422318513049770000,-137962,-63059,-42369,-106107,-19965,-3105,,,,,,,,
1422318513049800000,-137998,-63138,-42404,-106108,-19965,-3105,,,,,,,,
1422318513049840000,-138033,-63218,-42438,-106108,-19965,-3105,,,,,,,,
1422318513049870000,-138068,-63296,-42471,-106108,-19965,-3105,,,,,,,,
1422318513049920000,-138104,-63375,-42503,-106108,-19965,-3105,,,,,,,,
1422318513049940000,-138138,-63453,-42534,-106107,-19965,-3105,,,,,,,,
1422318513049970000,-138173,-63531,-42564,-106107,-19965,-3105,,,,,,,,
1422318513088760000,-138206,-63609,-42593,-106107,-19965,-3105,,,,,,,,
1422318513088810000,-138239,-63687,-42620,-106107,-19965,-3105,,,,,,,,
1422318513088840000,-138272,-63764,-42646,-106108,-19965,-3105,,,,,,,,
1422318513088870000,-138304,-63841,-42671,-106108,-19965,-3105,,,,,,,,
1422318513088900000,-138337,-63918,-42695,-106108,-19965,-3105,,,,,,,,
1422318513088930000,-138369,-63995,-42718,-106108,-19965,-3105,,,,,,,,
1422318513088950000,-138401,-64071,-42740,-106107,-19965,-3105,,,,,,,,
1422318513088980000,-138432,-64147,-42761,-106107,-19965,-3105,,,,,,,,
1422318513089010000,-138463,-64223,-42781,-106107,-19965,-3105,,,,,,,,
1422318513089040000,-138494,-64298,-42800,-106107,-19965,-3105,,,,,,,,
1422318513089060000,-138524,-64373,-42817,-106108,-19965,-3105,,,,,,,,
1422318513089090000,-138554,-64449,-42835,-106108,-19965,-3105,,,,,,,,
1422318513089130000,-138583,-64524,-42851,-106108,-19965,-3105,,,,,,,,
1422318513089160000,-138612,-64600,-42867,-106108,-19965,-3105,,,,,,,,
1422318513089180000,-138639,-64677,-42882,-106107,-19965,-3105,,,,,,,,
1422318513089220000,-138667,-64753,-42896,-106107,-19965,-3105,,,,,,,,
1422318513089250000,-138694,-64829,-42910,-106107,-19965,-3105,,,,,,,,
1422318513089280000,-138720,-64906,-42923,-106107,-19965,-3105,,,,,,,,
1422318513089300000,-138746,-64983,-42936,-106108,-19965,-3105,,,,,,,,
1422318513089330000,-138771,-65061,-42948,-106108,-19965,-3105,,,,,,,,
1422318513089360000,-138795,-65139,-42960,-106108,-19965,-3105,,,,,,,,
1422318513089390000,-138819,-65218,-42971,-106108,-19965,-3105,,,,,,,,
1422318513089410000,-138842,-65297,-42983,-106107,-19965,-3105,,,,,,,,
1422318513089440000,-138864,-65377,-42994,-106107,-19965,-3105,,,,,,,,
1422318513089470000,-138886,-65457,-43004,-106107,-19965,-3105,,,,,,,,
1422318513089490000,-138907,-65537,-43015,-106107,-19965,-3105,,,,,,,,
1422318513089520000,-138927,-65619,-43026,-106108,-19965,-3105,,,,,,,,
1422318513089550000,-138946,-65703,-43036,-106108,-19965,-3105,,,,,,,,
1422318513089580000,-138964,-65787,-43047,-106108,-19965,-3105,,,,,,,,
1422318513089610000,-138981,-65872,-43057,-106108,-19965,-3105,,,,,,,,
1422318513089640000,-138996,-65958,-43068,-106107,-19965,-3105,,,,,,,,
1422318513089660000,-139012,-66044,-43078,-106107,-19965,-3105,,,,,,,,
1422318513089690000,-139026,-66131,-43089,-106107,-19965,-3105,,,,,,,,
1422318513089710000,-139040,-66219,-43101,-106107,-19965,-3105,,,,,,,,
1422318513089740000,-139053,-66308,-43112,-106108,-19965,-3105,,,,,,,,
1422318513089770000,-139065,-66398,-43124,-106108,-19965,-3105,,,,,,,,
1422318513089800000,-139076,-66488,-43136,-106108,-19965,-3105,,,,,,,,
1422318513089840000,-139087,-66580,-43148,-106108,-19965,-3105,,,,,,,,
1422318513089870000,-139096,-66672,-43161,-106107,-19965,-3105,,,,,,,,
1422318513089890000,-139105,-66765,-43173,-106107,-19965,-3105,,,,,,,,
1422318513128760000,-139113,-66859,-43187,-106107,-19965,-3105,,,,,,,,
1422318513128840000,-139121,-66953,-43200,-106107,-19965,-3105,,,,,,,,
1422318513128900000,-139128,-67047,-43214,-106108,-19965,-3105,,,,,,,,
1422318513128940000,-139135,-67142,-43228,-106108,-19965,-3105,,,,,,,,
1422318513128970000,-139141,-67238,-43243,-106108,-19965,-3105,,,,,,,,
1422318513129000000,-139147,-67334,-43258,-106108,-19965,-3105,,,,,,,,
1422318513129030000,-139152,-67431,-43273,-106107,-19965,-3105,,,,,,,,
1422318513129060000,-139157,-67529,-43289,-106107,-19965,-3105,,,,,,,,
1422318513129080000,-139161,-67627,-43305,-106107,-19965,-3105,,,,,,,,
1422318513129130000,-139165,-67726,-43322,-106107,-19965,-3105,,,,,,,,
1422318513129150000,-139169,-67825,-43338,-106108,-19965,-3105,,,,,,,,
1422318513129180000,-139172,-67924,-43356,-106108,-19965,-3105,,,,,,,,
1422318513129220000,-139176,-68022,-43373,-106108,-19965,-3105,,,,,,,,
1422318513129280000,-139179,-68121,-43392,-106108,-19965,-3105,,,,,,,,
1422318513129310000,-139182,-68220,-43410,-106107,-19965,-3105,,,,,,,,
1422318513129340000,-139185,-68320,-43429,-106107,-19965,-3105,,,,,,,,
1422318513129390000,-139187,-68420,-43448,-106107,-19965,-3105,,,,,,,,
1422318513129420000,-139189,-68521,-43468,-106107,-19965,-3105,,,,,,,,
1422318513129450000,-139191,-68622,-43488,-106108,-19965,-3105,,,,,,,,
1422318513129480000,-139192,-68724,-43508,-106108,-19965,-3105,,,,,,,,
1422318513129510000,-139194,-68825,-43529,-106108,-19965,-3105,,,,,,,,
1422318513129530000,-139196,-68925,-43549,-106108,-19965,-3105,,,,,,,,
1422318513129560000,-139198,-69026,-43571,-106107,-19965,-3105,,,,,,,,
1422318513129590000,-139201,-69125,-43592,-106107,-19965,-3105,,,,,,,,
1422318513129620000,-139204,-69225,-43614,-106107,-19965,-3105,,,,,,,,
1422318513129650000,-139208,-69324,-43636,-106107,-19965,-3105,,,,,,,,
1422318513129680000,-139212,-69422,-43658,-106108,-19965,-3105,,,,,,,,
1422318513129710000,-139217,-69520,-43680,-106108,-19965,-3105,,,,,,,,
1422318513129750000,-139222,-69618,-43702,-106108,-19965,-3105,,,,,,,,
1422318513129770000,-139228,-69716,-43724,-106108,-19965,-3105,,,,,,,,
1422318513129800000,-139233,-69814,-43747,-106107,-19965,-3105,,,,,,,,
1422318513129820000,-139239,-69911,-43770,-106107,-19965,-3105,,,,,,,,
1422318513129840000,-139246,-70008,-43793,-106107,-19965,-3105,,,,,,,,
1422318513129870000,-139253,-70104,-43816,-106107,-19965,-3105,,,,,,,,
1422318513129890000,-139261,-70199,-43839,-106108,-19965,-3105,,,,,,,,
1422318513129910000,-139269,-70294,-43862,-106108,-19965,-3105,,,,,,,,
1422318513129940000,-139277,-70390,-43885,-106108,-19965,-3105,,,,,,,,
1422318513129960000,-139285,-70485,-43908,-106108,-19965,-3105,,,,,,,,
1422318513129980000,-139294,-70579,-43931,-106107,-19965,-3105,,,,,,,,
1422318513130010000,-139303,-70672,-43954,-106107,-19965,-3105,,,,,,,,
1422318513168590000,-139313,-70765,-43977,-106107,-19965,-3105,,,,,,,,
1422318513168640000,-139324,-70858,-44000,-106107,-19965,-3105,,,,,,,,
1422318513168670000,-139335,-70950,-44023,-106108,-19965,-3105,,,,,,,,
1422318513168700000,-139346,-71041,-44047,-106108,-19965,-3105,,,,,,,,
1422318513168730000,-139358,-71133,-44070,-106108,-19965,-3105,,,,,,,,
1422318513168750000,-139371,-71223,-44093,-106108,-19965,-3105,,,,,,,,
1422318513168780000,-139384,-71314,-44117,-106107,-19965,-3105,,,,,,,,
1422318513168800000,-139397,-71404,-44140,-106107,-19965,-3105,,,,,,,,
1422318513168840000,-139411,-71494,-44164,-106107,-19965,-3105,,,,,,,,
1422318513168860000,-139426,-71583,-44187,-106107,-19965,-3105,,,,,,,,
1422318513168880000,-139440,-71672,-44211,-106108,-19965,-3105,,,,,,,,
1422318513168930000,-139455,-71760,-44235,-106108,-19965,-3105,,,,,,,,
1422318513168980000,-139471,-71849,-44259,-106108,-19965,-3105,,,,,,,,
1422318513169010000,-139486,-71937,-44284,-106108,-19965,-3105,,,,,,,,
1422318513169030000,-139502,-72025,-44308,-106107,-19965,-3105,,,,,,,,
1422318513169050000,-139518,-72113,-44333,-106107,-19965,-3105,,,,,,,,
1422318513169080000,-139535,-72200,-44358,-106107,-19965,-3105,,,,,,,,
1422318513169100000,-139553,-72286,-44383,-106107,-19965,-3105,,,,,,,,
1422318513169120000,-139572,-72372,-44408,-106108,-19965,-3105,,,,,,,,
1422318513169150000,-139591,-72458,-44434,-106108,-19965,-3105,,,,,,,,
1422318513169170000,-139610,-72543,-44460,-106108,-19965,-3105,,,,,,,,
1422318513169190000,-139630,-72629,-44485,-106108,-19965,-3105,,,,,,,,
1422318513169220000,-139649,-72713,-44511,-106107,-19965,-3105,,,,,,,,
1422318513169240000,-139669,-72798,-44537,-106107,-19965,-3105,,,,,,,,
1422318513169260000,-139690,-72882,-44563,-106107,-19965,-3105,,,,,,,,
1422318513169290000,-139710,-72966,-44589,-106107,-19965,-3105,,,,,,,,
1422318513169310000,-139732,-73049,-44615,-106108,-19965,-3105,,,,,,,,
1422318513169330000,-139754,-73132,-44642,-106108,-19965,-3105,,,,,,,,
1422318513169360000,-139776,-73214,-44669,-106108,-19965,-3105,,,,,,,,
1422318513169380000,-139798,-73297,-44696,-106108,-19965,-3105,,,,,,,,
1422318513169410000,-139821,-73380,-44724,-106107,-19965,-3105,,,,,,,,
1422318513169430000,-139844,-73462,-44752,-106107,-19965,-3105,,,,,,,,
1422318513169460000,-139867,-73544,-44780,-106107,-19965,-3105,,,,,,,,
1422318513169480000,-139891,-73625,-44809,-106107,-19965,-3105,,,,,,,,
1422318513169500000,-139916,-73707,-44838,-106108,-19965,-3105,,,,,,,,
1422318513169530000,-139940,-73788,-44867,-106108,-19965,-3105,,,,,,,,
1422318513169550000,-139964,-73869,-44896,-106108,-19965,-3105,,,,,,,,
1422318513169570000,-139989,-73951,-44926,-106108,-19965,-3105,,,,,,,,
1422318513169600000,-140015,-74032,-44956,-106107,-19965,-3105,,,,,,,,
1422318513169620000,-140040,-74114,-44987,-106107,-19965,-3105,,,,,,,,
1422318513208700000,-140065,-74196,-45017,-106107,-19965,-3105,,,,,,,,
1422318513208760000,-140089,-74277,-45048,-106107,-19965,-3105,,,,,,,,
1422318513208790000,-140114,-74358,-45079,-106108,-19965,-3105,,,,,,,,
1422318513208820000,-140139,-74438,-45110,-106108,-19965,-3105,,,,,,,,
1422318513208850000,-140164,-74519,-45142,-106108,-19965,-3105,,,,,,,,
1422318513208870000,-140190,-74600,-45174,-106108,-19965,-3105,,,,,,,,
1422318513208900000,-140216,-74682,-45207,-106107,-19965,-3105,,,,,,,,
1422318513208930000,-140241,-74763,-45240,-106107,-19965,-3105,,,,,,,,
1422318513208950000,-140267,-74844,-45273,-106107,-19965,-3105,,,,,,,,
1422318513208980000,-140292,-74926,-45306,-106107,-19965,-3105,,,,,,,,
1422318513209010000,-140317,-75007,-45339,-106108,-19965,-3105,,,,,,,,
1422318513209050000,-140343,-75089,-45373,-106108,-19965,-3105,,,,,,,,
1422318513209170000,-140367,-75170,-45406,-106108,-19965,-3105,,,,,,,,
1422318513209210000,-140392,-75252,-45440,-106108,-19965,-3105,,,,,,,,
1422318513209240000,-140417,-75334,-45474,-106107,-19965,-3105,,,,,,,,
1422318513209270000,-140441,-75416,-45507,-106107,-19965,-3105,,,,,,,,
1422318513209300000,-140465,-75498,-45541,-106107,-19965,-3105,,,,,,,,
1422318513209320000,-140490,-75580,-45575,-106107,-19965,-3105,,,,,,,,
1422318513209350000,-140514,-75661,-45609,-106108,-19965,-3105,,,,,,,,
1422318513209370000,-140538,-75742,-45643,-106108,-19965,-3105,,,,,,,,
1422318513209400000,-140561,-75824,-45677,-106108,-19965,-3105,,,,,,,,
1422318513209430000,-140585,-75905,-45711,-106108,-19965,-3105,,,,,,,,
1422318513209450000,-140609,-75987,-45745,-106107,-19965,-3105,,,,,,,,
1422318513209480000,-140633,-76068,-45779,-106107,-19965,-3105,,,,,,,,
1422318513209500000,-140657,-76150,-45813,-106107,-19965,-3105,,,,,,,,
1422318513209530000,-140681,-76231,-45847,-106107,-19965,-3105,,,,,,,,
1422318513209550000,-140705,-76312,-45881,-106108,-19965,-3105,,,,,,,,
1422318513209580000,-140728,-76394,-45916,-106108,-19965,-3105,,,,,,,,
1422318513209610000,-140752,-76475,-45950,-106108,-19965,-3105,,,,,,,,
1422318513209630000,-140775,-76556,-45984,-106108,-19965,-3105,,,,,,,,
1422318513209660000,-140798,-76637,-46018,-106107,-19965,-3105,,,,,,,,
1422318513209680000,-140821,-76719,-46052,-106107,-19965,-3105,,,,,,,,
1422318513209710000,-140844,-76800,-46086,-106107,-19965,-3105,,,,,,,,
1422318513209730000,-140867,-76881,-46120,-106107,-19965,-3105,,,,,,,,
1422318513209760000,-140890,-76962,-46154,-106108,-19965,-3105,,,,,,,,
1422318513209790000,-140913,-77043,-46187,-106108,-19965,-3105,,,,,,,,
1422318513209810000,-140935,-77125,-46220,-106108,-19965,-3105,,,,,,,,
1422318513209850000,-140956,-77206,-46253,-106108,-19965,-3105,,,,,,,,
1422318513209880000,-140977,-77288,-46287,-106107,-19965,-3105,,,,,,,,
1422318513209900000,-140998,-77370,-46320,-106107,-19965,-3105,,,,,,,,
1422318513248750000,-141019,-77451,-46352,-106107,-19965,-3105,,,,,,,,
1422318513248830000,-141040,-77532,-46385,-106107,-19965,-3105,,,,,,,,
1422318513248890000,-141061,-77613,-46418,-106108,-19965,-3105,,,,,,,,
1422318513248920000,-141081,-77694,-46450,-106108,-19965,-3105,,,,,,,,
1422318513248950000,-141102,-77775,-46483,-106108,-19965,-3105,,,,,,,,
1422318513248980000,-141122,-77856,-46516,-106108,-19965,-3105,,,,,,,,
1422318513249000000,-141143,-77937,-46548,-106107,-19965,-3105,,,,,,,,
1422318513249030000,-141164,-78018,-46581,-106107,-19965,-3105,,,,,,,,
1422318513249060000,-141184,-78099,-46613,-106107,-19965,-3105,,,,,,,,
1422318513249090000,-141205,-78179,-46645,-106107,-19965,-3105,,,,,,,,
1422318513249130000,-141225,-78259,-46677,-106108,-19965,-3105,,,,,,,,
1422318513249160000,-141246,-78339,-46709,-106108,-19965,-3105,,,,,,,,
1422318513249180000,-141266,-78419,-46741,-106108,-19965,-3105,,,,,,,,
1422318513249220000,-141286,-78498,-46773,-106108,-19965,-3105,,,,,,,,
1422318513249260000,-141306,-78578,-46805,-106107,-19965,-3105,,,,,,,,
1422318513249280000,-141326,-78658,-46836,-106107,-19965,-3105,,,,,,,,
1422318513249310000,-141345,-78737,-46868,-106107,-19965,-3105,,,,,,,,
1422318513249330000,-141365,-78816,-46900,-106107,-19965,-3105,,,,,,,,
1422318513249380000,-141385,-78895,-46931,-106108,-19965,-3105,,,,,,,,
1422318513249420000,-141405,-78974,-46963,-106108,-19965,-3105,,,,,,,,
1422318513249460000,-141425,-79052,-46995,-106108,-19965,-3105,,,,,,,,
1422318513249490000,-141445,-79131,-47027,-106108,-19965,-3105,,,,,,,,
1422318513249520000,-141464,-79209,-47059,-106107,-19965,-3105,,,,,,,,
1422318513249550000,-141484,-79288,-47090,-106107,-19965,-3105,,,,,,,,
1422318513249570000,-141503,-79366,-47122,-106107,-19965,-3105,,,,,,,,
1422318513249600000,-141522,-79444,-47154,-106107,-19965,-3105,,,,,,,,
1422318513249630000,-141540,-79523,-47186,-106108,-19965,-3105,,,,,,,,
1422318513249660000,-141558,-79601,-47218,-106108,-19965,-3105,,,,,,,,
1422318513249680000,-141576,-79679,-47250,-106108,-19965,-3105,,,,,,,,
1422318513249710000,-141594,-79757,-47282,-106108,-19965,-3105,,,,,,,,
1422318513249740000,-141611,-79835,-47313,-106107,-19965,-3105,,,,,,,,
1422318513249760000,-141629,-79913,-47345,-106107,-19965,-3105,,,,,,,,
1422318513249790000,-141645,-79991,-47377,-106107,-19965,-3105,,,,,,,,
1422318513249820000,-141662,-80069,-47409,-106107,-19965,-3105,,,,,,,,
1422318513249850000,-141678,-80148,-47441,-106108,-19965,-3105,,,,,,,,
1422318513249870000,-141695,-80226,-47472,-106108,-19965,-3105,,,,,,,,
1422318513249900000,-141710,-80304,-47504,-106108,-19965,-3105,,,,,,,,
1422318513249930000,-141725,-80382,-47535,-106108,-19965,-3105,,,,,,,,
1422318513249960000,-141740,-80460,-47567,-106107,-19965,-3105,,,,,,,,
1422318513249990000,-141754,-80538,-47598,-106107,-19965,-3105,,,,,,,,
1422318513288610000,-141769,-80616,-47629,-106107,-19965,-3105,,,,,,,,
1422318513288680000,-141783,-80694,-47660,-106107,-19965,-3105,,,,,,,,
1422318513288710000,-141796,-80772,-47690,-106108,-19965,-3105,,,,,,,,
1422318513288740000,-141809,-80849,-47721,-106108,-19965,-3105,,,,,,,,
1422318513288760000,-141822,-80927,-47751,-106108,-19965,-3105,,,,,,,,
1422318513288790000,-141834,-81005,-47781,-106108,-19965,-3105,,,,,,,,
1422318513288810000,-141846,-81084,-47811,-106107,-19965,-3105,,,,,,,,
1422318513288840000,-141858,-81163,-47841,-106107,-19965,-3105,,,,,,,,
1422318513288860000,-141868,-81242,-47871,-106107,-19965,-3105,,,,,,,,
1422318513288880000,-141878,-81322,-47900,-106107,-19965,-3105,,,,,,,,
1422318513288910000,-141888,-81402,-47930,-106108,-19965,-3105,,,,,,,,
1422318513288930000,-141896,-81482,-47959,-106108,-19965,-3105,,,,,,,,
1422318513288950000,-141905,-81563,-47988,-106108,-19965,-3105,,,,,,,,
1422318513288980000,-141913,-81643,-48017,-106108,-19965,-3105,,,,,,,,
1422318513289000000,-141920,-81723,-48044,-106107,-19965,-3105,,,,,,,,
1422318513289020000,-141926,-81803,-48071,-106107,-19965,-3105,,,,,,,,
1422318513289050000,-141933,-81884,-48098,-106107,-19965,-3105,,,,,,,,
1422318513289070000,-141939,-81964,-48125,-106107,-19965,-3105,,,,,,,,
1422318513289090000,-141944,-82045,-48151,-106108,-19965,-3105,,,,,,,,
1422318513289120000,-141950,-82126,-48178,-106108,-19965,-3105,,,,,,,,
1422318513289140000,-141954,-82207,-48204,-106108,-19965,-3105,,,,,,,,
1422318513289160000,-141958,-82288,-48229,-106108,-19965,-3105,,,,,,,,
1422318513289200000,-141962,-82369,-48253,-106107,-19965,-3105,,,,,,,,
1422318513289220000,-141964,-82450,-48277,-106107,-19965,-3105,,,,,,,,
1422318513289240000,-141967,-82532,-48301,-106107,-19965,-3105,,,,,,,,
1422318513289260000,-141968,-82614,-48324,-106107,-19965,-3105,,,,,,,,
1422318513289290000,-141969,-82697,-48347,-106108,-19965,-3105,,,,,,,,
1422318513289310000,-141969,-82780,-48369,-106108,-19965,-3105,,,,,,,,
1422318513289330000,-141968,-82863,-48391,-106108,-19965,-3105,,,,,,,,
1422318513289360000,-141967,-82946,-48412,-106108,-19965,-3105,,,,,,,,
1422318513289380000,-141965,-83030,-48433,-106107,-19965,-3105,,,,,,,,
1422318513289400000,-141962,-83113,-48453,-106107,-19965,-3105,,,,,,,,
1422318513289430000,-141959,-83197,-48472,-106107,-19965,-3105,,,,,,,,
1422318513289460000,-141955,-83281,-48491,-106107,-19965,-3105,,,,,,,,
1422318513289490000,-141951,-83365,-48510,-106108,-19965,-3105,,,,,,,,
1422318513289520000,-141946,-83450,-48528,-106108,-19965,-3105,,,,,,,,
1422318513289540000,-141940,-83535,-48545,-106108,-19965,-3105,,,,,,,,
1422318513289570000,-141933,-83621,-48562,-106108,-19965,-3105,,,,,,,,
1422318513289590000,-141926,-83706,-48578,-106107,-19965,-3105,,,,,,,,
1422318513289610000,-141919,-83791,-48594,-106107,-19965,-3105,,,,,,,,
1422318513328720000,-141911,-83876,-48610,-106107,-19965,-3105,,,,,,,,
1422318513328770000,-141903,-83961,-48624,-106107,-19965,-3105,,,,,,,,
1422318513328800000,-141895,-84046,-48639,-106108,-19965,-3105,,,,,,,,
1422318513328830000,-141886,-84132,-48653,-106108,-19965,-3105,,,,,,,,
1422318513328860000,-141876,-84217,-48666,-106108,-19965,-3105,,,,,,,,
1422318513328890000,-141865,-84304,-48680,-106108,-19965,-3105,,,,,,,,
1422318513328910000,-141854,-84390,-48693,-106107,-19965,-3105,,,,,,,,
1422318513328940000,-141842,-84477,-48705,-106107,-19965,-3105,,,,,,,,
1422318513328960000,-141830,-84564,-48717,-106107,-19965,-3105,,,,,,,,
1422318513328990000,-141818,-84650,-48728,-106107,-19965,-3105,,,,,,,,
1422318513329020000,-141806,-84735,-48739,-106108,-19965,-3105,,,,,,,,
1422318513329040000,-141793,-84821,-48750,-106108,-19965,-3105,,,,,,,,
1422318513329070000,-141780,-84906,-48760,-106108,-19965,-3105,,,,,,,,
1422318513329160000,-141766,-84992,-48770,-106108,-19965,-3105,,,,,,,,
1422318513329190000,-141752,-85078,-48779,-106107,-19965,-3105,,,,,,,,
1422318513329220000,-141738,-85163,-48788,-106107,-19965,-3105,,,,,,,,
1422318513329240000,-141724,-85247,-48797,-106107,-19965,-3105,,,,,,,,
1422318513329270000,-141710,-85331,-48805,-106107,-19965,-3105,,,,,,,,
1422318513329290000,-141696,-85415,-48813,-106108,-19965,-3105,,,,,,,,
1422318513329320000,-141681,-85499,-48820,-106108,-19965,-3105,,,,,,,,
1422318513329350000,-141666,-85582,-48828,-106108,-19965,-3105,,,,,,,,
1422318513329370000,-141652,-85665,-48835,-106108,-19965,-3105,,,,,,,,
1422318513329400000,-141638,-85748,-48841,-106107,-19965,-3105,,,,,,,,
1422318513329420000,-141623,-85830,-48848,-106107,-19965,-3105,,,,,,,,
1422318513329450000,-141608,-85912,-48854,-106107,-19965,-3105,,,,,,,,
1422318513329480000,-141593,-85994,-48861,-106107,-19965,-3105,,,,,,,,
1422318513329500000,-141578,-86075,-48867,-106108,-19965,-3105,,,,,,,,
1422318513329530000,-141563,-86157,-48874,-106108,-19965,-3105,,,,,,,,
1422318513329550000,-141549,-86237,-48880,-106108,-19965,-3105,,,,,,,,
1422318513329580000,-141534,-86318,-48887,-106108,-19965,-3105,,,,,,,,
1422318513329610000,-141520,-86397,-48893,-106107,-19965,-3105,,,,,,,,
1422318513329630000,-141506,-86476,-48899,-106107,-19965,-3105,,,,,,,,
1422318513329670000,-141493,-86555,-48905,-106107,-19965,-3105,,,,,,,,
1422318513329690000,-141479,-86634,-48912,-106107,-19965,-3105,,,,,,,,
1422318513329720000,-141466,-86712,-48919,-106108,-19965,-3105,,,,,,,,
1422318513329740000,-141452,-86790,-48927,-106108,-19965,-3105,,,,,,,,
1422318513329760000,-141438,-86868,-48934,-106108,-19965,-3105,,,,,,,,
1422318513329790000,-141424,-86945,-48941,-106108,-19965,-3105,,,,,,,,
1422318513329820000,-141411,-87023,-48948,-106107,-19965,-3105,,,,,,,,
1422318513329850000,-141398,-87099,-48955,-106107,-19965,-3105,,,,,,,,
1422318513368690000,-141385,-87176,-48963,-106107,-19965,-3105,,,,,,,,
1422318513368740000,-141373,-87252,-48970,-106107,-19965,-3105,,,,,,,,
1422318513368770000,-141360,-87328,-48978,-106108,-19965,-3105,,,,,,,,
1422318513368800000,-141347,-87403,-48987,-106108,-19965,-3105,,,,,,,,
1422318513368820000,-141335,-87478,-48996,-106108,-19965,-3105,,,,,,,,
1422318513368850000,-141323,-87552,-49005,-106108,-19965,-3105,,,,,,,,
1422318513368890000,-141310,-87627,-49014,-106107,-19965,-3105,,,,,,,,
1422318513368940000,-141298,-87702,-49024,-106107,-19965,-3105,,,,,,,,
1422318513368960000,-141286,-87776,-49035,-106107,-19965,-3105,,,,,,,,
1422318513368990000,-141275,-87850,-49045,-106107,-19965,-3105,,,,,,,,
1422318513369010000,-141263,-87922,-49056,-106108,-19965,-3105,,,,,,,,
1422318513369040000,-141252,-87995,-49067,-106108,-19965,-3105,,,,,,,,
1422318513369060000,-141242,-88066,-49079,-106108,-19965,-3105,,,,,,,,
