%time,field0,field1,field2,field3,field4,field5,,,left x,left y,left z,right x,right y ,right z
1422318533488840000,-155240,9957,3919,-168644,163050,-36011,,,,,,,,
1422318533488860000,-155240,9957,3919,-168654,162996,-36167,,,,,,,,
1422318533488880000,-155240,9957,3919,-168665,162941,-36323,,,,,,,,
1422318533488910000,-155240,9957,3919,-168675,162886,-36479,,,,,,,,
1422318533488930000,-155240,9957,3919,-168685,162831,-36636,,,,,,,,
1422318533488950000,-155240,9957,3919,-168695,162776,-36792,,,,,,,,
1422318533488980000,-155240,9957,3919,-168704,162721,-36949,,,,,,,,
1422318533489000000,-155240,9957,3919,-168714,162665,-37106,,,,,,,,
1422318533489020000,-155240,9957,3919,-168724,162610,-37263,,,,,,,,
1422318533489040000,-155240,9957,3919,-168733,162555,-37420,,,,,,,,
1422318533489070000,-155240,9957,3919,-168743,162500,-37576,,,,,,,,
1422318533489090000,-155240,9957,3919,-168752,162445,-37732,,,,,,,,
1422318533489110000,-155240,9957,3919,-168760,162390,-37887,,,,,,,,
1422318533489140000,-155240,9957,3919,-168769,162336,-38043,,,,,,,,
1422318533489160000,-155240,9957,3919,-168777,162281,-38200,,,,,,,,
1422318533489190000,-155240,9957,3919,-168786,162225,-38356,,,,,,,,
1422318533489220000,-155240,9957,3919,-168794,162170,-38513,,,,,,,,
1422318533489240000,-155240,9957,3919,-168802,162115,-38670,,,,,,,,
1422318533489260000,-155240,9957,3919,-168810,162059,-38827,,,,,,,,
1422318533489280000,-155240,9957,3919,-168818,162004,-38984,,,,,,,,
1422318533489310000,-155240,9957,3919,-168826,161948,-39141,,,,,,,,
1422318533489330000,-155240,9957,3919,-168834,161893,-39298,,,,,,,,
1422318533489350000,-155240,9957,3919,-168841,161837,-39455,,,,,,,,
1422318533489370000,-155240,9957,3919,-168848,161782,-39612,,,,,,,,
1422318533489400000,-155240,9957,3919,-168856,161726,-39770,,,,,,,,
1422318533489420000,-155240,9957,3919,-168863,161670,-39928,,,,,,,,
1422318533489440000,-155240,9957,3919,-168870,161614,-40086,,,,,,,,
1422318533489460000,-155240,9957,3919,-168877,161558,-40245,,,,,,,,
1422318533489490000,-155240,9957,3919,-168883,161502,-40404,,,,,,,,
1422318533489510000,-155240,9957,3919,-168890,161445,-40564,,,,,,,,
1422318533489530000,-155240,9957,3919,-168896,161389,-40723,,,,,,,,
1422318533528760000,-155240,9957,3919,-168902,161333,-40882,,,,,,,,
1422318533528810000,-155240,9957,3919,-168909,161276,-41042,,,,,,,,
1422318533528850000,-155240,9957,3919,-168915,161219,-41201,,,,,,,,
1422318533528890000,-155240,9957,3919,-168920,161163,-41360,,,,,,,,
1422318533528940000,-155240,9957,3919,-168926,161107,-41518,,,,,,,,
1422318533528960000,-155240,9957,3919,-168932,161050,-41678,,,,,,,,
1422318533529020000,-155240,9957,3919,-168937,160994,-41838,,,,,,,,
1422318533529050000,-155240,9957,3919,-168942,160937,-41998,,,,,,,,
1422318533529100000,-155240,9957,3919,-168947,160881,-42157,,,,,,,,
1422318533529130000,-155240,9957,3919,-168952,160824,-42317,,,,,,,,
1422318533529160000,-155240,9957,3919,-168957,160768,-42476,,,,,,,,
1422318533529200000,-155240,9957,3919,-168961,160711,-42636,,,,,,,,
1422318533529240000,-155240,9957,3919,-168966,160654,-42796,,,,,,,,
1422318533529280000,-155240,9957,3919,-168970,160597,-42956,,,,,,,,
1422318533529310000,-155240,9957,3919,-168974,160540,-43116,,,,,,,,
1422318533529330000,-155240,9957,3919,-168978,160483,-43276,,,,,,,,
1422318533529360000,-155240,9957,3919,-168982,160427,-43435,,,,,,,,
1422318533529380000,-155240,9957,3919,-168986,160370,-43595,,,,,,,,
1422318533529410000,-155240,9957,3919,-168990,160313,-43755,,,,,,,,
1422318533529430000,-155240,9957,3919,-168993,160255,-43916,,,,,,,,
1422318533529450000,-155240,9957,3919,-168996,160198,-44076,,,,,,,,
1422318533529480000,-155240,9957,3919,-169000,160141,-44237,,,,,,,,
1422318533529500000,-155240,9957,3919,-169003,160084,-44397,,,,,,,,
1422318533529530000,-155240,9957,3919,-169006,160026,-44558,,,,,,,,
1422318533529550000,-155240,9957,3919,-169008,159969,-44718,,,,,,,,
1422318533529580000,-155240,9957,3919,-169011,159912,-44878,,,,,,,,
1422318533529600000,-155240,9957,3919,-169013,159855,-45039,,,,,,,,
1422318533529640000,-155240,9957,3919,-169016,159797,-45200,,,,,,,,
1422318533529670000,-155240,9957,3919,-169018,159739,-45361,,,,,,,,
1422318533529720000,-155240,9957,3919,-169021,159681,-45522,,,,,,,,
1422318533529760000,-155240,9957,3919,-169023,159624,-45683,,,,,,,,
1422318533529800000,-155240,9957,3919,-169024,159566,-45844,,,,,,,,
1422318533529830000,-155240,9957,3919,-169026,159508,-46005,,,,,,,,
1422318533529850000,-155240,9957,3919,-169028,159451,-46165,,,,,,,,
1422318533529880000,-155240,9957,3919,-169029,159393,-46325,,,,,,,,
1422318533529900000,-155240,9957,3919,-169030,159337,-46485,,,,,,,,
1422318533529930000,-155240,9957,3919,-169030,159280,-46644,,,,,,,,
1422318533529960000,-155240,9957,3919,-169031,159223,-46804,,,,,,,,
1422318533529980000,-155240,9957,3919,-169031,159166,-46963,,,,,,,,
1422318533530010000,-155240,9957,3919,-169031,159110,-47122,,,,,,,,
1422318533568720000,-155240,9957,3919,-169031,159053,-47281,,,,,,,,
1422318533568790000,-155240,9957,3919,-169031,158997,-47439,,,,,,,,
1422318533568820000,-155240,9957,3919,-169031,158941,-47597,,,,,,,,
1422318533568850000,-155240,9957,3919,-169030,158885,-47755,,,,,,,,
1422318533568880000,-155240,9957,3919,-169030,158828,-47914,,,,,,,,
1422318533568910000,-155240,9957,3919,-169029,158771,-48074,,,,,,,,
1422318533568930000,-155240,9957,3919,-169028,158713,-48235,,,,,,,,
1422318533568960000,-155240,9957,3919,-169027,158656,-48395,,,,,,,,
1422318533568990000,-155240,9957,3919,-169026,158599,-48555,,,,,,,,
1422318533569010000,-155240,9957,3919,-169024,158542,-48714,,,,,,,,
1422318533569040000,-155240,9957,3919,-169023,158485,-48874,,,,,,,,
1422318533569070000,-155240,9957,3919,-169021,158429,-49033,,,,,,,,
1422318533569090000,-155240,9957,3919,-169019,158372,-49192,,,,,,,,
1422318533569130000,-155240,9957,3919,-169017,158315,-49351,,,,,,,,
1422318533569170000,-155240,9957,3919,-169015,158259,-49509,,,,,,,,
1422318533569190000,-155240,9957,3919,-169013,158202,-49668,,,,,,,,
1422318533569260000,-155240,9957,3919,-169010,158146,-49826,,,,,,,,
1422318533569280000,-155240,9957,3919,-169008,158089,-49985,,,,,,,,
1422318533569320000,-155240,9957,3919,-169005,158033,-50143,,,,,,,,
1422318533569360000,-155240,9957,3919,-169002,157976,-50301,,,,,,,,
1422318533569400000,-155240,9957,3919,-168999,157920,-50458,,,,,,,,
1422318533569440000,-155240,9957,3919,-168996,157864,-50615,,,,,,,,
1422318533569470000,-155240,9957,3919,-168992,157808,-50771,,,,,,,,
1422318533569490000,-155240,9957,3919,-168989,157753,-50928,,,,,,,,
1422318533569520000,-155240,9957,3919,-168985,157697,-51085,,,,,,,,
1422318533569550000,-155240,9957,3919,-168981,157641,-51242,,,,,,,,
1422318533569590000,-155240,9957,3919,-168977,157585,-51399,,,,,,,,
1422318533569610000,-155240,9957,3919,-168972,157529,-51556,,,,,,,,
1422318533569650000,-155240,9957,3919,-168967,157473,-51714,,,,,,,,
1422318533569680000,-155240,9957,3919,-168963,157417,-51872,,,,,,,,
1422318533569700000,-155240,9957,3919,-168958,157361,-52030,,,,,,,,
1422318533569730000,-155240,9957,3919,-168953,157305,-52187,,,,,,,,
1422318533569760000,-155240,9957,3919,-168948,157249,-52343,,,,,,,,
1422318533569780000,-155240,9957,3919,-168943,157194,-52498,,,,,,,,
1422318533569810000,-155240,9957,3919,-168938,157138,-52654,,,,,,,,
1422318533569830000,-155240,9957,3919,-168932,157083,-52810,,,,,,,,
1422318533569860000,-155240,9957,3919,-168926,157027,-52966,,,,,,,,
1422318533569880000,-155240,9957,3919,-168920,156972,-53122,,,,,,,,
1422318533569910000,-155240,9957,3919,-168914,156917,-53277,,,,,,,,
1422318533569940000,-155240,9957,3919,-168907,156862,-53433,,,,,,,,
1422318533608600000,-155240,9957,3919,-168901,156807,-53589,,,,,,,,
1422318533608650000,-155240,9957,3919,-168894,156752,-53745,,,,,,,,
1422318533608680000,-155240,9957,3919,-168887,156697,-53900,,,,,,,,
1422318533608710000,-155240,9957,3919,-168880,156643,-54054,,,,,,,,
1422318533608730000,-155240,9957,3919,-168872,156588,-54208,,,,,,,,
1422318533608760000,-155240,9957,3919,-168865,156534,-54363,,,,,,,,
1422318533608780000,-155240,9957,3919,-168857,156480,-54517,,,,,,,,
1422318533608810000,-155240,9957,3919,-168848,156427,-54671,,,,,,,,
1422318533608830000,-155240,9957,3919,-168840,156374,-54824,,,,,,,,
1422318533608850000,-155240,9957,3919,-168831,156321,-54976,,,,,,,,
1422318533608880000,-155240,9957,3919,-168822,156268,-55129,,,,,,,,
1422318533608900000,-155240,9957,3919,-168813,156215,-55281,,,,,,,,
1422318533608920000,-155240,9957,3919,-168804,156163,-55433,,,,,,,,
1422318533608940000,-155240,9957,3919,-168794,156111,-55584,,,,,,,,
1422318533608970000,-155240,9957,3919,-168784,156059,-55735,,,,,,,,
1422318533608990000,-155240,9957,3919,-168774,156007,-55886,,,,,,,,
1422318533609010000,-155240,9957,3919,-168764,155955,-56037,,,,,,,,
1422318533609040000,-155240,9957,3919,-168754,155903,-56188,,,,,,,,
1422318533609060000,-155240,9957,3919,-168743,155852,-56339,,,,,,,,
1422318533609080000,-155240,9957,3919,-168732,155801,-56489,,,,,,,,
1422318533609110000,-155240,9957,3919,-168721,155750,-56640,,,,,,,,
1422318533609130000,-155240,9957,3919,-168709,155699,-56790,,,,,,,,
1422318533609150000,-155240,9957,3919,-168698,155649,-56940,,,,,,,,
1422318533609170000,-155240,9957,3919,-168686,155598,-57089,,,,,,,,
1422318533609200000,-155240,9957,3919,-168675,155547,-57238,,,,,,,,
1422318533609220000,-155240,9957,3919,-168663,155497,-57387,,,,,,,,
1422318533609240000,-155240,9957,3919,-168650,155447,-57537,,,,,,,,
1422318533609260000,-155240,9957,3919,-168637,155397,-57686,,,,,,,,
1422318533609300000,-155240,9957,3919,-168624,155347,-57835,,,,,,,,
1422318533609350000,-155240,9957,3919,-168611,155298,-57984,,,,,,,,
1422318533609390000,-155240,9957,3919,-168598,155249,-58132,,,,,,,,
1422318533609410000,-155240,9957,3919,-168584,155200,-58280,,,,,,,,
1422318533609430000,-155240,9957,3919,-168571,155150,-58427,,,,,,,,
1422318533609460000,-155240,9957,3919,-168557,155102,-58574,,,,,,,,
1422318533609480000,-155240,9957,3919,-168543,155053,-58721,,,,,,,,
1422318533609500000,-155240,9957,3919,-168529,155005,-58867,,,,,,,,
1422318533609520000,-155240,9957,3919,-168514,154958,-59014,,,,,,,,
1422318533609550000,-155240,9957,3919,-168499,154910,-59160,,,,,,,,
1422318533609570000,-155240,9957,3919,-168483,154863,-59306,,,,,,,,
1422318533609590000,-155240,9957,3919,-168468,154816,-59452,,,,,,,,
1422318533648830000,-155240,9957,3919,-168453,154769,-59597,,,,,,,,
1422318533648890000,-155240,9957,3919,-168437,154722,-59741,,,,,,,,
1422318533648940000,-155240,9957,3919,-168421,154677,-59885,,,,,,,,
1422318533648980000,-155240,9957,3919,-168405,154631,-60028,,,,,,,,
1422318533649010000,-155240,9957,3919,-168388,154585,-60171,,,,,,,,
1422318533649040000,-155240,9957,3919,-168372,154539,-60315,,,,,,,,
1422318533649070000,-155240,9957,3919,-168355,154493,-60460,,,,,,,,
1422318533649160000,-155240,9957,3919,-168338,154447,-60604,,,,,,,,
1422318533649210000,-155240,9957,3919,-168321,154402,-60748,,,,,,,,
1422318533649250000,-155240,9957,3919,-168303,154357,-60891,,,,,,,,
1422318533649280000,-155240,9957,3919,-168285,154312,-61034,,,,,,,,
1422318533649310000,-155240,9957,3919,-168267,154267,-61177,,,,,,,,
1422318533649330000,-155240,9957,3919,-168249,154222,-61320,,,,,,,,
1422318533649360000,-155240,9957,3919,-168231,154178,-61463,,,,,,,,
1422318533649390000,-155240,9957,3919,-168213,154133,-61605,,,,,,,,
1422318533649430000,-155240,9957,3919,-168194,154089,-61747,,,,,,,,
1422318533649470000,-155240,9957,3919,-168175,154045,-61888,,,,,,,,
1422318533649490000,-155240,9957,3919,-168157,154001,-62029,,,,,,,,
1422318533649530000,-155240,9957,3919,-168137,153957,-62171,,,,,,,,
1422318533649550000,-155240,9957,3919,-168118,153914,-62312,,,,,,,,
1422318533649590000,-155240,9957,3919,-168098,153871,-62453,,,,,,,,
1422318533649610000,-155240,9957,3919,-168078,153828,-62593,,,,,,,,
1422318533649630000,-155240,9957,3919,-168059,153785,-62733,,,,,,,,
1422318533649670000,-155240,9957,3919,-168039,153742,-62873,,,,,,,,
1422318533649710000,-155240,9957,3919,-168019,153700,-63012,,,,,,,,
1422318533649740000,-155240,9957,3919,-167998,153658,-63150,,,,,,,,
1422318533649770000,-155240,9957,3919,-167978,153616,-63289,,,,,,,,
1422318533649790000,-155240,9957,3919,-167957,153574,-63428,,,,,,,,
1422318533649820000,-155240,9957,3919,-167936,153532,-63566,,,,,,,,
1422318533649850000,-155240,9957,3919,-167915,153491,-63703,,,,,,,,
1422318533649870000,-155240,9957,3919,-167893,153450,-63841,,,,,,,,
1422318533649900000,-155240,9957,3919,-167871,153410,-63979,,,,,,,,
1422318533649930000,-155240,9957,3919,-167849,153369,-64116,,,,,,,,
1422318533649950000,-155240,9957,3919,-167827,153329,-64253,,,,,,,,
1422318533649980000,-155240,9957,3919,-167804,153290,-64389,,,,,,,,
1422318533650010000,-155240,9957,3919,-167782,153250,-64526,,,,,,,,
1422318533650030000,-155240,9957,3919,-167760,153210,-64661,,,,,,,,
1422318533650060000,-155240,9957,3919,-167738,153170,-64797,,,,,,,,
1422318533650090000,-155240,9957,3919,-167715,153130,-64932,,,,,,,,
1422318533650180000,-155240,9957,3919,-167693,153090,-65066,,,,,,,,
1422318533688840000,-155240,9957,3919,-167670,153051,-65201,,,,,,,,
1422318533688900000,-155240,9957,3919,-167647,153012,-65335,,,,,,,,
1422318533688970000,-155240,9957,3919,-167625,152972,-65469,,,,,,,,
1422318533689000000,-155240,9957,3919,-167602,152933,-65603,,,,,,,,
1422318533689030000,-155240,9957,3919,-167579,152894,-65737,,,,,,,,
1422318533689060000,-155240,9957,3919,-167556,152855,-65870,,,,,,,,
1422318533689080000,-155240,9957,3919,-167533,152816,-66003,,,,,,,,
1422318533689110000,-155240,9957,3919,-167509,152777,-66137,,,,,,,,
1422318533689140000,-155240,9957,3919,-167486,152738,-66271,,,,,,,,
1422318533689170000,-155240,9957,3919,-167462,152699,-66404,,,,,,,,
1422318533689230000,-155240,9957,3919,-167438,152660,-66538,,,,,,,,
1422318533689260000,-155240,9957,3919,-167415,152621,-66670,,,,,,,,
1422318533689290000,-155240,9957,3919,-167391,152583,-66802,,,,,,,,
1422318533689310000,-155240,9957,3919,-167367,152545,-66933,,,,,,,,
1422318533689340000,-155240,9957,3919,-167343,152507,-67064,,,,,,,,
1422318533689370000,-155240,9957,3919,-167320,152469,-67194,,,,,,,,
1422318533689390000,-155240,9957,3919,-167296,152431,-67324,,,,,,,,
1422318533689420000,-155240,9957,3919,-167272,152394,-67453,,,,,,,,
1422318533689440000,-155240,9957,3919,-167248,152356,-67583,,,,,,,,
1422318533689470000,-155240,9957,3919,-167224,152318,-67712,,,,,,,,
1422318533689500000,-155240,9957,3919,-167200,152280,-67841,,,,,,,,
1422318533689520000,-155240,9957,3919,-167176,152242,-67970,,,,,,,,
1422318533689550000,-155240,9957,3919,-167152,152205,-68098,,,,,,,,
1422318533689570000,-155240,9957,3919,-167129,152167,-68226,,,,,,,,
1422318533689600000,-155240,9957,3919,-167105,152129,-68354,,,,,,,,
1422318533689630000,-155240,9957,3919,-167081,152091,-68482,,,,,,,,
1422318533689670000,-155240,9957,3919,-167057,152053,-68610,,,,,,,,
1422318533689710000,-155240,9957,3919,-167033,152015,-68737,,,,,,,,
1422318533689750000,-155240,9957,3919,-167009,151977,-68864,,,,,,,,
1422318533689800000,-155240,9957,3919,-166986,151939,-68991,,,,,,,,
1422318533689840000,-155240,9957,3919,-166962,151901,-69118,,,,,,,,
1422318533689870000,-155240,9957,3919,-166938,151863,-69244,,,,,,,,
1422318533689900000,-155240,9957,3919,-166915,151825,-69370,,,,,,,,
1422318533689930000,-155240,9957,3919,-166891,151786,-69496,,,,,,,,
1422318533689950000,-155240,9957,3919,-166868,151748,-69621,,,,,,,,
1422318533689980000,-155240,9957,3919,-166844,151710,-69747,,,,,,,,
1422318533690000000,-155240,9957,3919,-166820,151672,-69872,,,,,,,,
1422318533690030000,-155240,9957,3919,-166797,151634,-69997,,,,,,,,
1422318533690060000,-155240,9957,3919,-166773,151596,-70121,,,,,,,,
1422318533690080000,-155240,9957,3919,-166749,151558,-70245,,,,,,,,
1422318533728710000,-155240,9957,3919,-166726,151520,-70369,,,,,,,,
1422318533728780000,-155240,9957,3919,-166702,151482,-70493,,,,,,,,
1422318533728810000,-155240,9957,3919,-166678,151445,-70616,,,,,,,,
1422318533728840000,-155240,9957,3919,-166654,151408,-70738,,,,,,,,
1422318533728870000,-155240,9957,3919,-166630,151371,-70859,,,,,,,,
1422318533728890000,-155240,9957,3919,-166607,151334,-70981,,,,,,,,
1422318533728920000,-155240,9957,3919,-166583,151296,-71104,,,,,,,,
1422318533728940000,-155240,9957,3919,-166559,151258,-71227,,,,,,,,
1422318533728970000,-155240,9957,3919,-166534,151221,-71349,,,,,,,,
1422318533729000000,-155240,9957,3919,-166510,151184,-71471,,,,,,,,
1422318533729020000,-155240,9957,3919,-166485,151148,-71591,,,,,,,,
1422318533729050000,-155240,9957,3919,-166461,151112,-71711,,,,,,,,
1422318533729080000,-155240,9957,3919,-166436,151076,-71830,,,,,,,,
1422318533729100000,-155240,9957,3919,-166412,151040,-71949,,,,,,,,
1422318533729130000,-155240,9957,3919,-166387,151005,-72068,,,,,,,,
1422318533729150000,-155240,9957,3919,-166362,150969,-72187,,,,,,,,
1422318533729180000,-155240,9957,3919,-166337,150934,-72306,,,,,,,,
1422318533729220000,-155240,9957,3919,-166311,150898,-72424,,,,,,,,
1422318533729270000,-155240,9957,3919,-166286,150863,-72543,,,,,,,,
1422318533729300000,-155240,9957,3919,-166261,150828,-72661,,,,,,,,
1422318533729330000,-155240,9957,3919,-166236,150793,-72779,,,,,,,,
1422318533729370000,-155240,9957,3919,-166210,150758,-72896,,,,,,,,
1422318533729400000,-155240,9957,3919,-166185,150723,-73013,,,,,,,,
1422318533729420000,-155240,9957,3919,-166160,150688,-73129,,,,,,,,
1422318533729450000,-155240,9957,3919,-166134,150654,-73246,,,,,,,,
1422318533729480000,-155240,9957,3919,-166108,150619,-73362,,,,,,,,
1422318533729500000,-155240,9957,3919,-166083,150584,-73479,,,,,,,,
1422318533729530000,-155240,9957,3919,-166057,150550,-73595,,,,,,,,
1422318533729550000,-155240,9957,3919,-166031,150515,-73710,,,,,,,,
1422318533729580000,-155240,9957,3919,-166005,150481,-73826,,,,,,,,
1422318533729600000,-155240,9957,3919,-165980,150446,-73942,,,,,,,,
1422318533729630000,-155240,9957,3919,-165954,150411,-74058,,,,,,,,
1422318533729650000,-155240,9957,3919,-165928,150376,-74173,,,,,,,,
1422318533729680000,-155240,9957,3919,-165902,150341,-74288,,,,,,,,
1422318533729710000,-155240,9957,3919,-165877,150307,-74403,,,,,,,,
1422318533729730000,-155240,9957,3919,-165851,150273,-74517,,,,,,,,
1422318533729760000,-155240,9957,3919,-165825,150239,-74631,,,,,,,,
1422318533729780000,-155240,9957,3919,-165799,150205,-74744,,,,,,,,
1422318533729840000,-155240,9957,3919,-165773,150171,-74856,,,,,,,,
1422318533729860000,-155240,9957,3919,-165747,150138,-74968,,,,,,,,
1422318533768560000,-155240,9957,3919,-165721,150104,-75081,,,,,,,,
1422318533768620000,-155240,9957,3919,-165695,150070,-75193,,,,,,,,
1422318533768660000,-155240,9957,3919,-165669,150036,-75305,,,,,,,,
1422318533768680000,-155240,9957,3919,-165643,150003,-75417,,,,,,,,
1422318533768710000,-155240,9957,3919,-165617,149969,-75528,,,,,,,,
1422318533768730000,-155240,9957,3919,-165591,149936,-75639,,,,,,,,
1422318533768750000,-155240,9957,3919,-165565,149902,-75749,,,,,,,,
1422318533768780000,-155240,9957,3919,-165539,149869,-75860,,,,,,,,
1422318533768800000,-155240,9957,3919,-165513,149835,-75970,,,,,,,,
1422318533768820000,-155240,9957,3919,-165487,149802,-76079,,,,,,,,
1422318533768850000,-155240,9957,3919,-165461,149769,-76189,,,,,,,,
1422318533768870000,-155240,9957,3919,-165435,149735,-76299,,,,,,,,
1422318533768890000,-155240,9957,3919,-165409,149701,-76408,,,,,,,,
1422318533768910000,-155240,9957,3919,-165384,149667,-76517,,,,,,,,
1422318533768940000,-155240,9957,3919,-165358,149633,-76627,,,,,,,,
1422318533768960000,-155240,9957,3919,-165333,149598,-76736,,,,,,,,
1422318533768980000,-155240,9957,3919,-165307,149564,-76844,,,,,,,,
1422318533769010000,-155240,9957,3919,-165282,149530,-76953,,,,,,,,
1422318533769040000,-155240,9957,3919,-165256,149496,-77061,,,,,,,,
1422318533769060000,-155240,9957,3919,-165231,149462,-77168,,,,,,,,
1422318533769080000,-155240,9957,3919,-165206,149427,-77275,,,,,,,,
1422318533769100000,-155240,9957,3919,-165181,149393,-77383,,,,,,,,
1422318533769130000,-155240,9957,3919,-165156,149358,-77490,,,,,,,,
1422318533769150000,-155240,9957,3919,-165131,149324,-77597,,,,,,,,
1422318533769170000,-155240,9957,3919,-165106,149289,-77704,,,,,,,,
1422318533769200000,-155240,9957,3919,-165081,149254,-77811,,,,,,,,
1422318533769220000,-155240,9957,3919,-165056,149219,-77918,,,,,,,,
1422318533769240000,-155240,9957,3919,-165032,149183,-78024,,,,,,,,
1422318533769260000,-155240,9957,3919,-165007,149148,-78130,,,,,,,,
1422318533769290000,-155240,9957,3919,-164983,149113,-78236,,,,,,,,
1422318533769310000,-155240,9957,3919,-164959,149077,-78342,,,,,,,,
1422318533769330000,-155240,9957,3919,-164935,149041,-78448,,,,,,,,
1422318533769350000,-155240,9957,3919,-164911,149005,-78553,,,,,,,,
1422318533769380000,-155240,9957,3919,-164886,148970,-78657,,,,,,,,
1422318533769400000,-155240,9957,3919,-164862,148935,-78761,,,,,,,,
1422318533769420000,-155240,9957,3919,-164839,148900,-78864,,,,,,,,
1422318533769440000,-155240,9957,3919,-164815,148865,-78967,,,,,,,,
1422318533769470000,-155240,9957,3919,-164791,148829,-79071,,,,,,,,
1422318533769490000,-155240,9957,3919,-164767,148793,-79174,,,,,,,,
1422318533769510000,-155240,9957,3919,-164744,148758,-79277,,,,,,,,
1422318533808740000,-155240,9957,3919,-164720,148723,-79379,,,,,,,,
1422318533808810000,-155240,9957,3919,-164696,148687,-79482,,,,,,,,
1422318533808880000,-155240,9957,3919,-164672,148652,-79584,,,,,,,,
1422318533808920000,-155240,9957,3919,-164649,148616,-79685,,,,,,,,
1422318533808960000,-155240,9957,3919,-164626,148581,-79787,,,,,,,,
1422318533809000000,-155240,9957,3919,-164602,148545,-79888,,,,,,,,
1422318533809020000,-155240,9957,3919,-164579,148509,-79989,,,,,,,,
1422318533809050000,-155240,9957,3919,-164556,148472,-80090,,,,,,,,
1422318533809080000,-155240,9957,3919,-164533,148436,-80192,,,,,,,,
1422318533809100000,-155240,9957,3919,-164510,148399,-80293,,,,,,,,
1422318533809130000,-155240,9957,3919,-164487,148362,-80394,,,,,,,,
1422318533809160000,-155240,9957,3919,-164465,148325,-80494,,,,,,,,
1422318533809210000,-155240,9957,3919,-164442,148289,-80594,,,,,,,,
1422318533809250000,-155240,9957,3919,-164420,148252,-80694,,,,,,,,
1422318533809280000,-155240,9957,3919,-164398,148215,-80794,,,,,,,,
1422318533809310000,-155240,9957,3919,-164376,148177,-80893,,,,,,,,
1422318533809330000,-155240,9957,3919,-164354,148139,-80991,,,,,,,,
1422318533809360000,-155240,9957,3919,-164333,148101,-81091,,,,,,,,
1422318533809390000,-155240,9957,3919,-164311,148063,-81190,,,,,,,,
1422318533809410000,-155240,9957,3919,-164290,148024,-81289,,,,,,,,
1422318533809440000,-155240,9957,3919,-164269,147985,-81388,,,,,,,,
1422318533809460000,-155240,9957,3919,-164248,147946,-81487,,,,,,,,
1422318533809490000,-155240,9957,3919,-164227,147907,-81586,,,,,,,,
1422318533809510000,-155240,9957,3919,-164206,147867,-81685,,,,,,,,
1422318533809540000,-155240,9957,3919,-164185,147827,-81784,,,,,,,,
1422318533809570000,-155240,9957,3919,-164165,147787,-81882,,,,,,,,
1422318533809590000,-155240,9957,3919,-164145,147747,-81980,,,,,,,,
1422318533809620000,-155240,9957,3919,-164125,147706,-82078,,,,,,,,
1422318533809640000,-155240,9957,3919,-164106,147665,-82176,,,,,,,,
1422318533809670000,-155240,9957,3919,-164086,147623,-82274,,,,,,,,
1422318533809690000,-155240,9957,3919,-164067,147582,-82371,,,,,,,,
1422318533809720000,-155240,9957,3919,-164048,147540,-82467,,,,,,,,
1422318533809750000,-155240,9957,3919,-164029,147498,-82564,,,,,,,,
1422318533809770000,-155240,9957,3919,-164011,147457,-82660,,,,,,,,
1422318533809800000,-155240,9957,3919,-163992,147415,-82756,,,,,,,,
1422318533809820000,-155240,9957,3919,-163974,147372,-82852,,,,,,,,
1422318533809850000,-155240,9957,3919,-163956,147330,-82948,,,,,,,,
1422318533809880000,-155240,9957,3919,-163939,147287,-83043,,,,,,,,
1422318533809900000,-155240,9957,3919,-163922,147243,-83138,,,,,,,,
1422318533809930000,-155240,9957,3919,-163905,147200,-83232,,,,,,,,
1422318533848680000,-155240,9957,3919,-163888,147156,-83327,,,,,,,,
1422318533848750000,-155240,9957,3919,-163871,147112,-83422,,,,,,,,
1422318533848810000,-155240,9957,3919,-163855,147067,-83517,,,,,,,,
1422318533848830000,-155240,9957,3919,-163839,147023,-83610,,,,,,,,
1422318533848860000,-155240,9957,3919,-163823,146978,-83703,,,,,,,,
1422318533848890000,-155240,9957,3919,-163808,146933,-83795,,,,,,,,
1422318533848930000,-155240,9957,3919,-163793,146888,-83888,,,,,,,,
1422318533848950000,-155240,9957,3919,-163778,146842,-83981,,,,,,,,
1422318533848980000,-155240,9957,3919,-163763,146796,-84074,,,,,,,,
1422318533849010000,-155240,9957,3919,-163749,146750,-84167,,,,,,,,
1422318533849050000,-155240,9957,3919,-163734,146703,-84259,,,,,,,,
1422318533849080000,-155240,9957,3919,-163720,146656,-84352,,,,,,,,
1422318533849110000,-155240,9957,3919,-163707,146608,-84444,,,,,,,,
1422318533849130000,-155240,9957,3919,-163694,146561,-84536,,,,,,,,
1422318533849180000,-155240,9957,3919,-163681,146512,-84627,,,,,,,,
1422318533849200000,-155240,9957,3919,-163668,146463,-84719,,,,,,,,
1422318533849250000,-155240,9957,3919,-163655,146414,-84811,,,,,,,,
1422318533849300000,-155240,9957,3919,-163643,146365,-84902,,,,,,,,
1422318533849320000,-155240,9957,3919,-163631,146316,-84993,,,,,,,,
1422318533849360000,-155240,9957,3919,-163619,146266,-85084,,,,,,,,
1422318533849390000,-155240,9957,3919,-163608,146216,-85175,,,,,,,,
1422318533849420000,-155240,9957,3919,-163596,146166,-85265,,,,,,,,
1422318533849450000,-155240,9957,3919,-163585,146116,-85355,,,,,,,,
1422318533849470000,-155240,9957,3919,-163574,146065,-85446,,,,,,,,
1422318533849500000,-155240,9957,3919,-163564,146013,-85536,,,,,,,,
1422318533849520000,-155240,9957,3919,-163553,145962,-85626,,,,,,,,
